Filter;;;;;;;;;
Datum von:;06.03.2016;;;;;;;;
Datum bis:;06.03.2016;;;;;;;;
Stand:;07.03.2016 16:51:32;;;;;;;;
;;;;;;;;;
Zugnummer;Linie;Betriebstag;Ursachencode;Ursachen Bezeichnung;Ort;Ort Bezeichung;Uhrzeit;Verspätungsminuten;Verursacher Zugnr.
80692;;06.03.2016;94;Anschluss;NS;Schweinfurt Hbf;17:14:00;3;4649
23590;;06.03.2016;50;Haltezeitüberschreitung;TL;Lauda;17:15:00;2;23590
22534;RE/RB5+;06.03.2016;94;Anschluss;TU;Ulm Hbf;17:16:00;3;519
3213;IRE3-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TEH;Ehingen (Donau);17:17:00;3;22378
3697;RE21-;06.03.2016;57;Keine Meldung durch EVU;NMXH;Maxhütte-Haidhof;17:17:00;2;3697
3992;RE34BY+;06.03.2016;95;Flügeln;MIMS;Immenstadt;17:17:00;3;3890
4690;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NRTD;Rottendorf;17:17:00;2;
58224;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NKN;Kitzingen;17:17:00;5;1584
58224;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NKN;Kitzingen;17:17:00;4;1584
84160;ALXSF+;06.03.2016;95;Flügeln;MIMS;Immenstadt;17:17:00;4;84140
3891;RE33+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TU;Ulm Hbf;17:18:00;2;93382
6878;S8BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MHI;Herrsching;17:18:00;2;
3890;;06.03.2016;95;Flügeln;MIMS;Immenstadt;17:20:00;2;3992
3567;RE55FR+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);17:22:00;4;3027
3813;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NOBW;Oberwerrn;17:22:00;2;80692
6889;S8BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MWKR;München-Westkreuz;17:23:00;3;
84590;;06.03.2016;94;Anschluss;NKL;Kirchenlaibach;17:23:00;2;34345
6480;S4BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MGF;Grafrath;17:24:00;2;
4940;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;17:25:00;3;1981
29360;RE42+;06.03.2016;31;Bauarbeiten;UR;Rudolstadt (Thür);17:26:00;2;
39280;;06.03.2016;95;Flügeln;NBA;Bamberg;17:27:00;2;4992
57190;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MA;Augsburg Hbf;17:27:00;2;2264
6682;S6BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MST;Starnberg;17:27:00;2;
79038;MER1-;06.03.2016;84;Behörden;MFL;Freilassing;17:29:00;5;
22340;RE3S+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;TBL;Blaubeuren;17:30:00;2;3213
3490;SF3BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MGE;Geltendorf;17:30:00;5;
4773;;06.03.2016;51;Antrag EVU;NHO;Hof Hbf;17:30:00;2;3431
59311;;06.03.2016;57;Keine Meldung durch EVU;NNE;Neuenmarkt-Wirsberg;17:30:00;3;59311
57413;RE35BY-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MP  W;München-Pasing West;17:33:00;2;
22537;RE/RB5-;06.03.2016;60;Umlauf-Einsatzplanung;TA;Aalen;17:34:00;2;22537
26477;RB32S-;06.03.2016;54;Verkehrliche Zugvorbereitung;TU;Ulm Hbf;17:34:00;2;
29360;RE42+;06.03.2016;31;Bauarbeiten;UUS;Uhlstädt;17:34:00;3;
4870;RE2BY+;06.03.2016;61;Zugbildung durch EVU;MGP;Garmisch-Partenkirchen;17:34:00;3;4870
79775;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NROD;Roding;17:34:00;3;79780
79033;MER1+;06.03.2016;50;Haltezeitüberschreitung;MRO;Rosenheim;17:35:00;2;79033
22669;RB6+;06.03.2016;54;Verkehrliche Zugvorbereitung;TU;Ulm Hbf;17:36:00;2;
3024;RE53-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NVK;Vilseck;17:36:00;7;3027
3027;RE53+;06.03.2016;57;Keine Meldung durch EVU;NVK;Vilseck;17:36:00;4;3027
352;ALXNP-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRWA;Regensburg Walhallastraße;17:37:00;2;3697
57390;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MLNW;Langenwang (Schwab);17:38:00;2;84160
57593;RE30AS-;06.03.2016;57;Keine Meldung durch EVU;MKP;Kempten (Allgäu) Hbf;17:38:00;2;57593
58905;;06.03.2016;94;Anschluss;NSTN;Steinach (b Rothenburg o d Tauber);17:39:00;4;58124
4033;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MKIG;Kinding (Altmühltal);17:40:00;2;
4622;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;17:40:00;3;
4870;RE2BY+;06.03.2016;61;Zugbildung durch EVU;MGP;Garmisch-Partenkirchen;17:40:00;2;4870
79479;MER2+;06.03.2016;50;Haltezeitüberschreitung;MRO;Rosenheim;17:40:00;2;79033
39283;;06.03.2016;51;Antrag EVU;NWH;Würzburg Hbf;17:41:00;3;39283
4034;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NALB;Allersberg (Rothsee);17:41:00;2;
4939;;06.03.2016;50;Haltezeitüberschreitung;NWH;Würzburg Hbf;17:41:00;4;4939
57831;;06.03.2016;94;Anschluss;MKFG;Kaufering;17:41:00;7;3490
3295;SF7BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MRTA;Röthenbach (Allgäu);17:42:00;2;84140
57115;;06.03.2016;57;Keine Meldung durch EVU;MA;Augsburg Hbf;17:42:00;2;41563
84592;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NKNN;Kemnath-Neustadt;17:42:00;7;
27216;;06.03.2016;57;Keine Meldung durch EVU;MNR;Neumarkt-St Veit;17:44:00;2;27216
3024;RE53-;06.03.2016;31;Bauarbeiten;NGAH;Großalbershof;17:44:00;2;
58127;;06.03.2016;50;Haltezeitüberschreitung;NWH;Würzburg Hbf;17:44:00;3;4939
84368;AG2+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NRH;Regensburg Hbf;17:44:00;2;
57571;RE31-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MAMS;Augsburg Morellstraße;17:46:00;3;
58060;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NRTD;Rottendorf;17:47:00;2;
5291;;06.03.2016;94;Anschluss;NKL;Kirchenlaibach;17:48:00;4;84592
84203;AG1+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NPL;Plattling;17:48:00;4;62496
63059;;06.03.2016;31;Bauarbeiten;MTLG;Tüßling;17:51:00;2;
86678;;06.03.2016;57;Keine Meldung durch EVU;MAHA;Augsburg Haunstetterstraße;17:51:00;4;86678
22816;RB8+;06.03.2016;50;Haltezeitüberschreitung;TBWA;Bad Waldsee;17:52:00;2;22816
3564;SF3BY+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);17:52:00;5;
57360;RE32BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBU;Buchloe;17:53:00;6;
6995;S1ABY-;06.03.2016;93;Wende;MFHT;München Flughafen Terminal;17:53:00;2;
84590;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NTG;Trebgast;17:53:00;2;
84593;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NKL;Kirchenlaibach;17:54:00;2;
57036;;06.03.2016;50;Haltezeitüberschreitung;MA;Augsburg Hbf;17:56:00;2;43246
4096;;06.03.2016;57;Keine Meldung durch EVU;NPL;Plattling;17:57:00;2;4096
59582;;06.03.2016;57;Keine Meldung durch EVU;MBKG;Bad Kohlgrub;17:57:00;2;59582
22340;RE3S+;06.03.2016;60;Umlauf-Einsatzplanung;TRC;Rechtenstein;17:58:00;2;22340
3392;RE37-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBLH;Blaichach (Allgäu);17:58:00;2;57390
84204;AG1-;06.03.2016;57;Keine Meldung durch EVU;NRH;Regensburg Hbf;17:58:00;2;84204
84142;ALXS+;06.03.2016;94;Anschluss;MKFG;Kaufering;17:59:00;3;57879
27580;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MPR;Prien a Chiemsee;18:00:00;3;
79742;;06.03.2016;57;Keine Meldung durch EVU;NRH;Regensburg Hbf;18:00:00;3;79742
84597;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NBY;Bayreuth Hbf;18:02:00;3;84592
22534;RE/RB5+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;THDM;Heidenheim-Mergelstetten;18:03:00;2;
22815;RB8-;06.03.2016;94;Anschluss;TAU;Aulendorf;18:03:00;2;4236
5493;;06.03.2016;57;Keine Meldung durch EVU;MOYM;Oy-Mittelberg;18:03:00;3;5493
86679;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MAHZ;Augsburg-Hochzoll;18:03:00;2;
3474;RB44-;06.03.2016;94;Anschluss;NBY;Bayreuth Hbf;18:04:00;3;84592
79329;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBRL;Bad Reichenhall;18:04:00;2;2382
22343;RE3S-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TRI;Riedlingen;18:05:00;4;
39192;S1FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHS;Hartmannshof;18:05:00;2;3564
6384;S3BY-;06.03.2016;85;Fremdeinwirkung;MMAM;Mammendorf;18:05:00;8;6393
5431;RE12+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGP;Garmisch-Partenkirchen;18:06:00;3;
84369;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGZB;Günzburg;18:06:00;2;1269
5528;RB39A+;06.03.2016;95;Flügeln;MGP;Garmisch-Partenkirchen;18:08:00;4;5431
4214;;06.03.2016;94;Anschluss;MLI;Lindau Hbf;18:09:00;3;84140
57417;RE35BY-;06.03.2016;50;Haltezeitüberschreitung;MM;Memmingen;18:09:00;2;57417
57912;;06.03.2016;94;Anschluss;MBU;Buchloe;18:09:00;3;
58069;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NJS;Jossa;18:09:00;3;
6390;S3BY-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MOP;München Ost Pbf;18:09:00;2;6790
15698;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHEI;Heigenbrücken;18:10:00;3;45398
3434;RB44-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NHR O;Hersbruck (rechts Pegnitz) Ost;18:10:00;4;
22343;RE3S-;06.03.2016;60;Umlauf-Einsatzplanung;TRC;Rechtenstein;18:13:00;3;22343
4037;;06.03.2016;93;Wende;NN;Nürnberg Hbf;18:13:00;3;4034
39653;S2FR+;06.03.2016;57;Keine Meldung durch EVU;NND;Nürnberg-Dutzendteich;18:14:00;2;39653
57734;;06.03.2016;59;Sonstige verkehrliche Gründe EVU;MIHN;Ichenhausen;18:14:00;14;57734
6395;S3BY+;06.03.2016;85;Fremdeinwirkung;MMAM;Mammendorf;18:14:00;11;6384
79331;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHAU;Hammerau;18:15:00;2;
79583;MER3+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBAI;Bad Aibling;18:16:00;5;84
59104;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MPF;Pfaffenhofen (Ilm);18:18:00;5;526
4872;RE12-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MKLA;Klais;18:20:00;3;
6395;S3BY+;06.03.2016;85;Fremdeinwirkung;MMA A;Maisach Abzw;18:20:00;2;6393
3433;RB44+;06.03.2016;95;Flügeln;NPZ;Pegnitz;18:24:00;2;
79040;MER1-;06.03.2016;94;Anschluss;MFL;Freilassing;18:25:00;2;2382
57119;RE77-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TU;Ulm Hbf;18:27:00;3;599
58128;;06.03.2016;51;Antrag EVU;MTL;Treuchtlingen;18:27:00;2;58128
79486;MER2-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MARS;Rosenheim Süd;18:28:00;5;79038
4692;;06.03.2016;51;Antrag EVU;NBA;Bamberg;18:29:00;2;4692
6291;S2BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MONH;Ottenhofen (Oberbay);18:29:00;2;
23394;RE782+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen Betriebsführung);NSUZ;Sulzbach (Main);18:30:00;1;
3215;IRE3-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TSIG;Sigmaringen;18:30:00;2;3261
57832;;06.03.2016;85;Fremdeinwirkung;MKFG;Kaufering;18:31:00;3;
57593;RE30AS-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MKFG;Kaufering;18:32:00;3;
57514;RE36+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MKFG;Kaufering;18:33:00;2;
4622;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NHEI;Heigenbrücken;18:34:00;2;
4993;RE42-;06.03.2016;31;Bauarbeiten;UUS;Uhlstädt;18:34:00;3;
27218;;06.03.2016;50;Haltezeitüberschreitung;MRO;Rosenheim;18:35:00;2;27218
22539;RE/RB5-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TA;Aalen;18:36:00;3;22534
3026;RE53-;06.03.2016;57;Keine Meldung durch EVU;NGAH;Großalbershof;18:37:00;2;3026
3413;RB44+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NNHC;Neuenreuth (b Creußen);18:37:00;2;
3090;IRE1-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NNHC;Neuenreuth (b Creußen);18:38:00;2;3413
57833;;06.03.2016;85;Fremdeinwirkung;MKFG;Kaufering;18:38:00;4;
3216;IRE3+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;TBL;Blaubeuren;18:39:00;8;22343
4941;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;18:39:00;2;1683
4038;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NALB;Allersberg (Rothsee);18:40:00;2;
6899;S8BY+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MWS;Weßling (Oberbay);18:40:00;2;
79437;MER1+;06.03.2016;50;Haltezeitüberschreitung;MRO;Rosenheim;18:40:00;2;79437
29381;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NF;Fürth (Bay) Hbf;18:41:00;2;
58264;;06.03.2016;51;Antrag EVU;NBA;Bamberg;18:41:00;3;58264
57194;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MALS;München Landsberger Straße;18:42:00;3;992
4037;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MKIG;Kinding (Altmühltal);18:43:00;2;
6888;S8BY-;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MWS;Weßling (Oberbay);18:43:00;2;6899
79439;MER2+;06.03.2016;95;Flügeln;MRO;Rosenheim;18:44:00;5;79437
84121;ALXN-;06.03.2016;57;Keine Meldung durch EVU;NWDO;Weiden (Oberpf);18:45:00;2;84121
84123;ALXN-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHO;Hof Hbf;18:45:00;4;3091
22382;RB3+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;THL;Herrlingen;18:46:00;3;22343
3031;RE53+;06.03.2016;51;Antrag EVU;NN;Nürnberg Hbf;18:46:00;4;3031
3234;IRE5+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TON;Oberkochen;18:46:00;2;22539
3569;RE54+;06.03.2016;60;Umlauf-Einsatzplanung;NIR;Irrenlohe;18:46:00;2;3569
6190;S1BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MSM;Schleißheim;18:46:00;2;48935
3566;SF3BY+;06.03.2016;60;Umlauf-Einsatzplanung;NNS;Neukirchen (b Sulzbach-Rosenberg);18:47:00;9;3566
57194;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MP;München-Pasing;18:47:00;2;992
84423;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHO;Hof Hbf;18:48:00;3;84123
22343;RE3S-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;TU  R;Ulm Rbf;18:51:00;2;19337
5290;;06.03.2016;95;Flügeln;NPZ;Pegnitz;18:51:00;4;3090
57833;;06.03.2016;50;Haltezeitüberschreitung;MLLF;Lagerlechfeld;18:51:00;3;57833
79743;;06.03.2016;57;Keine Meldung durch EVU;NNW;Neustadt (Waldnaab);18:51:00;2;79743
59586;;06.03.2016;57;Keine Meldung durch EVU;MBKG;Bad Kohlgrub;18:57:00;2;59586
5530;RB39A+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGP;Garmisch-Partenkirchen;18:58:00;2;5433
79744;;06.03.2016;57;Keine Meldung durch EVU;NRH;Regensburg Hbf;18:58:00;2;79744
58228;;06.03.2016;50;Haltezeitüberschreitung;NKN;Kitzingen;18:59:00;2;58228
3795;RE41N+;06.03.2016;94;Anschluss;NLF;Lichtenfels;19:01:00;2;4843
6990;S1ABY+;06.03.2016;95;Flügeln;MNF;Neufahrn (b Freising);19:01:00;3;6190
79585;MER3+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBRM;Bruckmühl;19:02:00;2;79584
27584;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MPR;Prien a Chiemsee;19:03:00;2;
84366;AG2+;06.03.2016;59;Sonstige verkehrliche Gründe EVU;MDT;Donauwörth;19:04:00;2;84366
3215;IRE3-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TRC;Rechtenstein;19:05:00;5;3216
57286;;06.03.2016;95;Flügeln;MDT;Donauwörth;19:05:00;2;
58129;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWN;Winterhausen;19:05:00;12;1141
84422;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NRU;Rehau;19:05:00;6;
58530;RB53FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNP;Neuhaus (Pegnitz);19:06:00;5;5290
79335;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MFL;Freilassing;19:06:00;2;1066
57372;RE32BY+;06.03.2016;94;Anschluss;MA;Augsburg Hbf;19:07:00;4;599
86760;;06.03.2016;94;Anschluss;MEB;Eichstätt Bahnhof;19:08:00;5;59104
27633;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MNFR;Neufahrn (Niederbay);19:09:00;2;
84116;ALXN+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MFR;Freising;19:09:00;2;6190
58069;;06.03.2016;94;Anschluss;NWH;Würzburg Hbf;19:10:00;4;725
357;ALXNP+;06.03.2016;54;Verkehrliche Zugvorbereitung;NSCH;Schwandorf;19:11:00;2;357
6497;S4BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MOP;München Ost Pbf;19:11:00;2;
3294;SF7BY+;06.03.2016;94;Anschluss;MBU;Buchloe;19:12:00;2;
4039;;06.03.2016;93;Wende;NN;Nürnberg Hbf;19:12:00;2;4038
4865;RE2BY-;06.03.2016;57;Keine Meldung durch EVU;MNFR;Neufahrn (Niederbay);19:13:00;2;4865
59453;RE12+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MWH;Weilheim (Oberbay);19:13:00;2;
4642;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNAN;Nantenbach;19:14:00;2;528
94485;;06.03.2016;94;Anschluss;MIH;Ingolstadt Hbf;19:14:00;9;
29376;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NJB;NJB;19:15:00;3;526
79334;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHAU;Hammerau;19:15:00;2;79335
8903;S1ABY-;06.03.2016;93;Wende;MFHT;München Flughafen Terminal;19:15:00;5;6990
4811;RE40FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NJB;NJB;19:17:00;2;29376
58230;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NF;Fürth (Bay) Hbf;19:17:00;5;526
79585;MER3+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBAI;Bad Aibling;19:17:00;5;24706
20885;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NOKP;Oberkotzau;19:18:00;6;84422
3894;;06.03.2016;95;Flügeln;MIMS;Immenstadt;19:19:00;2;
4039;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRWD;Nürnberg Reichswald;19:19:00;2;
22836;;06.03.2016;50;Haltezeitüberschreitung;TAI;Aichstetten;19:20:00;2;22836
84145;ALXS-;06.03.2016;50;Haltezeitüberschreitung;MKP;Kempten (Allgäu) Hbf;19:20:00;2;84145
3698;RE21+;06.03.2016;57;Keine Meldung durch EVU;NWRB;Wernberg;19:21:00;2;3698
27458;;06.03.2016;51;Antrag EVU;MTS;Traunstein;19:23:00;5;27458
3571;RE55FR+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);19:23:00;5;3031
6395;S3BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MDS;Deisenhofen;19:23:00;3;86885
79042;MER1-;06.03.2016;57;Keine Meldung durch EVU;MFL;Freilassing;19:23:00;2;79042
59626;RB121B-;06.03.2016;57;Keine Meldung durch EVU;MUZ;Unterzeismering;19:24:00;2;59626
6497;S4BY+;06.03.2016;50;Haltezeitüberschreitung;MHR;Haar;19:24:00;2;6497
4085;;06.03.2016;64;Triebfahrzeuge;NSI;Schalding;19:25:00;3;47194
8103;S1BY+;06.03.2016;95;Flügeln;MNF;Neufahrn (b Freising);19:25:00;3;8903
39282;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NBA;Bamberg;19:27:00;2;4994
57042;;06.03.2016;64;Triebfahrzeuge;MMA A;Maisach Abzw;19:29:00;13;57042
22538;RE/RB5+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TLL;Langenau (Württ);19:31:00;2;22539
3698;RE21+;06.03.2016;57;Keine Meldung durch EVU;NWDO;Weiden (Oberpf);19:31:00;2;3698
3028;RE53-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NVK;Vilseck;19:33:00;4;3031
22541;RE/RB5-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TA;Aalen;19:34:00;2;22536
94370;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MABG;Abensberg;19:34:00;6;94485
29362;RE42+;06.03.2016;31;Bauarbeiten;UUS;Uhlstädt;19:36:00;3;
57119;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MA;Augsburg Hbf;19:36:00;2;
57835;;06.03.2016;94;Anschluss;MKFG;Kaufering;19:36:00;2;
4625;RE60FR-;06.03.2016;54;Verkehrliche Zugvorbereitung;FF;Frankfurt (Main) Hbf;19:37:00;7;4625
8302;S3BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHO;Holzkirchen;19:38:00;2;6395
86935;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHO;Holzkirchen;19:38:00;3;
4040;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NALB;Allersberg (Rothsee);19:39:00;2;
59105;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NN;Nürnberg Hbf;19:41:00;3;782
3415;RB44+;06.03.2016;54;Verkehrliche Zugvorbereitung;NN;Nürnberg Hbf;19:43:00;6;3415
58688;;06.03.2016;51;Antrag EVU;NNA;Neustadt (Aisch) Bahnhof;19:43:00;5;58688
22342;RE3S+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;TEH;Ehingen (Donau);19:44:00;4;
27171;;06.03.2016;31;Bauarbeiten;MTLG;Tüßling;19:44:00;2;
4039;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MKIG;Kinding (Altmühltal);19:44:00;2;
39474;S4FR+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NN;Nürnberg Hbf;19:45:00;3;2060
4626;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NTHM;Thüngersheim;19:46:00;2;40570
3698;RE21+;06.03.2016;57;Keine Meldung durch EVU;NRT;Reuth (b Erbendorf);19:48:00;3;3698
4814;RE40FR+;06.03.2016;57;Keine Meldung durch EVU;NSFN;Bad Staffelstein;19:49:00;2;4814
57835;;06.03.2016;50;Haltezeitüberschreitung;MLLF;Lagerlechfeld;19:49:00;2;57835
27095;;06.03.2016;31;Bauarbeiten;MTLG;Tüßling;19:50:00;2;
3568;SF3BY+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);19:51:00;7;
39474;S4FR+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNSW;Nürnberg-Schweinau;19:51:00;2;2060
3294;SF7BY+;06.03.2016;61;Zugbildung durch EVU;MKP;Kempten (Allgäu) Hbf;19:52:00;2;3294
39194;S1FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NTRU;Forchheim Trubbachbrücke;19:53:00;2;4693
6499;S4BY+;06.03.2016;59;Sonstige verkehrliche Gründe EVU;MZO;Zorneding;19:53:00;2;6499
22836;RB8+;06.03.2016;50;Haltezeitüberschreitung;TBWA;Bad Waldsee;19:54:00;2;22836
8403;S4BY+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;ML;München-Laim Pbf;19:54:00;2;
84144;ALXS+;06.03.2016;50;Haltezeitüberschreitung;MKFG;Kaufering;19:57:00;2;84144
59312;RE41-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NLF;Lichtenfels;19:58:00;2;4993
39477;S4FR-;06.03.2016;94;Anschluss;NAN;Ansbach;20:00:00;6;58129
59467;RE12+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MTZ;Tutzing;20:00:00;2;
8207;S2BY+;06.03.2016;2;Pseudominuten;MRMU;Röhrmoos Üst;20:00:00;2;
59533;RE12+;06.03.2016;57;Keine Meldung durch EVU;MH;München Hbf;20:01:00;2;59533
3033;RE53+;06.03.2016;95;Flügeln;NHR;Hersbruck (rechts Pegnitz);20:02:00;4;3415
86886;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MSCS;Schliersee;20:02:00;3;
79586;MER3-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MBRM;Bruckmühl;20:03:00;4;
4086;;06.03.2016;84;Behörden;MMB;Moosburg;20:04:00;6;4086
4238;IRE6-;06.03.2016;94;Anschluss;TAU;Aulendorf;20:04:00;2;22836
57836;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBOB;Bobingen;20:04:00;3;57835
3814;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;20:05:00;4;
4235;IRE6+;06.03.2016;94;Anschluss;TAU;Aulendorf;20:05:00;3;22836
5534;RB39A+;06.03.2016;94;Anschluss;MGP;Garmisch-Partenkirchen;20:05:00;2;
